slang,formal,in_dictionary,context,categories
punyaaa,punya,True,Cek ig kami yuuuk banyak hijab cantik berbagai warnaaa ? dengan kualitas oke punyaaa ??,['elongasi']
cantiik,cantik,True,Cantiik,['elongasi']
sukaaak,suka,True,Sukaaak kebayanyaaa dan mua nya @tlatifaah :33,"['elongasi', 'anaptiksis']"
kebayanyaa,kebayanya,False,Sukaaak kebayanyaaa dan mua nya @tlatifaah :33,['elongasi']
mantes,memantas,True,Mantes di kamu euy potongan kitu mah @tlatifaah  mun aku mah katinggali lemakna mereeen wkwkwk,['afiksasi']
merekaaaa,mereka,True,Lucu merekaaaa @odywoody,['elongasi']
jugaaa,juga,True,"Iya udah lama, udah lama gak nonton mereka jugaaa @isnaarrifahh",['elongasi']
gilaaaa,gila,True,Cute gilaaaa ???? @n.ainnur,['elongasi']
tiga2nya,tiga-tiganya,False,"Triplets, tiga2nya. Sm Appa Ilkook jg @krtykck",['reduplikasi']
lucuu,lucu,True,@yolandinasphr @hafidha6699 lucuu banget aaaak,['elongasi']
emessss,gemas,True,Emessss @honiaisya,"['elongasi', 'zeroisasi', 'modifikasi vokal']"
ucullllll,lucu,True,Ucullllll @thasyaanandita,"['metatesis', 'elongasi']"
jdi,jadi,True,"Kangen mereka, pengganti triplets sumpah gk lucu bgt, jdi males nonton TROS",['abreviasi']
males,malas,True,"Kangen mereka, pengganti triplets sumpah gk lucu bgt, jdi males nonton TROS",['modifikasi vokal']
bangeettt,banget,True,Liattt!! Triplets masih unyu lucu bangeettt gemesshh?? @defierfatimah,['elongasi']
gemesshh,gemas,True,Liattt!! Triplets masih unyu lucu bangeettt gemesshh?? @defierfatimah,"['elongasi', 'modifikasi vokal', 'anaptiksis']"
ngomong,mengomong,True,@ladysirait anak ini ngomong apaaa ya ampuunn,['afiksasi']
apaaa,apa,True,@ladysirait anak ini ngomong apaaa ya ampuunn,['elongasi']
ampuunn,ampun,True,@ladysirait anak ini ngomong apaaa ya ampuunn,['elongasi']
pengen,pengin,True,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",['modifikasi vokal']
ciuuuummmm,cium,True,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",['elongasi']
mbil,sambil,True,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",['zeroisasi']
ngmng,mengomong,True,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak","['abreviasi', 'afiksasi']"
ngemeng,mengomong,True,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak","['modifikasi vokal', 'afiksasi']"
epe,apa,True,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",['modifikasi vokal']
seehh,sih,True,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak","['modifikasi vokal', 'elongasi']"
yank,sayang,True,@mochmalle yank mirip winter banget,"['zeroisasi', 'homofon', 'subtitusi']"
ucul,lucu,True,@assailaputri_29 ucul yahh kek gw,['metatesis']
yahh,ya,True,@assailaputri_29 ucul yahh kek gw,"['anaptiksis', 'elongasi']"
kek,kayak,True,@assailaputri_29 ucul yahh kek gw,"['abreviasi', 'modifikasi vokal']"
gw,gue,True,@assailaputri_29 ucul yahh kek gw,"['homofon', 'abreviasi']"
lucuu,lucu,True,Lucuu @anamaghfiroh82  @anisanelly  @_amelia_putri,['elongasi']
ngakak,mengakak,True,Aku aja ngakak ?? @_amelia_putri,['afiksasi']
astagfirrullah,astagfirullah,True,"Astagfirrullah te-, @anamaghfiroh82",['elongasi']
bkn,bukan,True,Bkn anjing itu memang tpi kucing @anisanelly,['abreviasi']
tpi,tapi,True,Bkn anjing itu memang tpi kucing @anisanelly,['abreviasi']
suerrr,suer,False,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",['elongasi']
gk,enggak,True,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",['abreviasi']
mnta,minta,True,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",['abreviasi']
lg,lagi,True,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",['abreviasi']
syg,sayang,True,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",['abreviasi']
ntik,cantik,True,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,['zeroisasi']
pny,punya,True,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,['abreviasi']
dapet,dapat,True,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,['modifikasi vokal']
kek,kayak,True,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,"['abreviasi', 'modifikasi vokal']"
gini,begini,True,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,['abreviasi']
suru,suruh,True,Ya aurly suru cari pacar sek too wkwkwk @adhy.1993,['zeroisasi']
lucuuuu,lucu,True,Lucuuuu ??? @fikohwidodo @ramadiantifanny,['elongasi']
ketawakkkk,ketawa,True,Huahahahhahahahahahahaha ...... saket perutku ketawakkkk @ayundadharmawan,"['anaptiksis', 'elongasi']"
kyanya,kayanya,False,"Itu bneran suara anjingnya,bkn kyanya tuh @andria_riasih",['abreviasi']
bnget,banget,True,@aeinieaeinie iya mba... Hihihi lucu bnget ya,['abreviasi']
nakutin,menakutkan,True,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,['afiksasi']
malingg,maling,True,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,['elongasi']
cocokk,cocok,True,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,['elongasi']
niihh,nih,True,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,['elongasi']
imutttttt,imut,False,Aaaaa imutttttt aku mau satuuuuu ????,['elongasi']
satuuuuu,satu,True,Aaaaa imutttttt aku mau satuuuuu ????,['elongasi']
sesekk,sesak,True,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,"['elongasi', 'modifikasi vokal']"
nafass,nafas,True,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,['elongasi']
bgtt,banget,True,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,"['abreviasi', 'elongasi']"
cintaaaaaaa,cinta,True,Wahai pujangga cintaaaaaaa? @sakinaahsly @nicholassaputra,['elongasi']
lucuk,lucu,True,Komennya lucuk lucuk @wedari,['anaptiksis']
lucuk,lucu,True,Komennya lucuk lucuk @wedari,['anaptiksis']
ma,sama,True,@heni.hasibuan  ngefans ma om nicholas dah lama,['zeroisasi']
duluu,dulu,True,Sama.. aku juga dari duluu.. dari dia masih kinclong mukanya.. sampe dia jadi gagah dan tangguh kayak gini.. ??? @aries6737,['elongasi']
megang,memegang,True,Roti sobeknya pengen bgt bisa megang ?????,['afiksasi']
ngakak,mengakak,True,@treswaluya @sukma.hidayat WKWKWKWKWKWKWKW ngakak tengah malam,['afiksasi']
kawinin,mengawini,True,"elaaaaaaah kalo gini caranya mah, minta kawinin wqwqwq",['afiksasi']
liatin,memperlihatkan,True,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,['afiksasi']
ny,nya,True,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,['abreviasi']
d,di,True,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,['abreviasi']
bdan,badan,True,"ganteng euy , bdan nyaaa gemesin @dhillee",['abreviasi']
nyaaa,nya,True,"ganteng euy , bdan nyaaa gemesin @dhillee",['elongasi']
gemesin,menggemaskan,True,"ganteng euy , bdan nyaaa gemesin @dhillee",['afiksasi']
daah,dah,True,Aku kiri kanan yg mana aja daah ??? @risnaais,['elongasi']
fotoin,memfoto,False,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",['afiksasi']
ngaku,mengaku,True,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",['afiksasi']
kaaa,kak,True,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah","['elongasi', 'zeroisasi']"
ganteng2,ganteng-ganteng,False,Kembar nya ganteng2,['reduplikasi']
pcarny,pacarnya,False,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,['abreviasi']
kri,kiri,True,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,['abreviasi']
knpa,kenapa,True,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',['abreviasi']
pda,pada,True,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',['abreviasi']
cmn,cuman,True,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',['abreviasi']
gara2,gara-gara,True,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',['reduplikasi']
garuk2,garuk-garuk,False,Garuk2 tembokk @nrisdiana,['reduplikasi']
tembokk,tembok,True,Garuk2 tembokk @nrisdiana,['elongasi']
namax,namanya,False,Yg di tag namax @marcelchandra,['word-value letter']
kiriii,kiri,True,YANG KIRIII ?,['elongasi']
kyk,kayak,True,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,['abreviasi']
bungkusin,bungkuskan,False,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,['afiksasi']
atu,satu,True,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,['zeroisasi']
dehhhh,deh,True,Aku yg kanan dehhhh @anggitayuning @fitzaamelya ?,['elongasi']
dongg,dong,True,Follback dongg kakk @mischach,['elongasi']
kakk,kak,True,Follback dongg kakk @mischach,['elongasi']
ngegantiin,menggantikan,True,Ga ada yg bisa ngegantiin sosok yoga saputra ?,['afiksasi']
alloh,allah,True,banget..... y alloh smpe saat ini msh trsa... khadirannyA,['modifikasi vokal']
smpe,sampai,True,banget..... y alloh smpe saat ini msh trsa... khadirannyA,"['abreviasi', 'monoftongisasi']"
msh,masih,True,banget..... y alloh smpe saat ini msh trsa... khadirannyA,['abreviasi']
trsa,terasa,True,banget..... y alloh smpe saat ini msh trsa... khadirannyA,['abreviasi']
khadirannya,kehadirannya,False,banget..... y alloh smpe saat ini msh trsa... khadirannyA,['zeroisasi']
fikiran,pikiran,True,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",['subtitusi']
hayalanku,khayalanku,False,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",['zeroisasi']
bru,baru,True,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",['abreviasi']
nton,menonton,True,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...","['abreviasi', 'afiksasi']"
jdi,jadi,True,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",['abreviasi']
ngapain,mengapai,True,Kak Olga lagi ngapain yaa di surgaa aku kangenn,['afiksasi']
yaa,ya,True,Kak Olga lagi ngapain yaa di surgaa aku kangenn,['elongasi']
surgaa,surga,True,Kak Olga lagi ngapain yaa di surgaa aku kangenn,['elongasi']
kangenn,kangen,True,Kak Olga lagi ngapain yaa di surgaa aku kangenn,['elongasi']
kgn,kangen,True,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,['abreviasi']
kakkkkk,kak,True,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,['elongasi']
rinduuuuuuuuu,rindu,True,Rinduuuuuuuuu kak olga??,['elongasi']
ninggalin,meninggalkan,True,Kakak meninggal bertepatan pada rajanya Hari yaitu di hari :-) Jum'at :) masih gak percaya kalo kak Yoga pergi ninggalin dunia hiburan :'(,['afiksasi']
smg,semoga,True,Smg kk.olga di terangkhn kuburane amin,['abreviasi']
terangkhn,terangkan,False,Smg kk.olga di terangkhn kuburane amin,['salah ketik']
bgtttt,banget,True,Ya allah sedih bgtttt,"['abreviasi', 'elongasi']"
knp,kenapa,True,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,['abreviasi']
tuk,untuk,True,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,['zeroisasi']
slama,selama,True,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,['zeroisasi']
orng,orang,True,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,['abreviasi']
bngunlah,bangunlah,False,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,['abreviasi']
k,kak,True,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,['abreviasi']
bngun,bangun,True,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,['abreviasi']
ea,ya,True,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",['subtitusi']
qu,ku,True,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,","['homofon', 'subtitusi']"
hiri,hari,True,9 hiri yang lalu nya,['salah ketik']
klo,kalo,True,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",['zeroisasi']
"teman""ny",teman-temannya,False,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",['reduplikasi']
gtu,begitu,True,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",['abreviasi']
aza,saja,True,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers","['subtitusi', 'zeroisasi']"
dr,dari,True,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",['abreviasi']
"teman""ny",teman-temannya,False,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",['reduplikasi']
ny,nya,True,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",['abreviasi']
alm,almarhum,True,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",['abreviasi']
skrg,sekarang,True,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",['abreviasi']
knpa,kenapa,True,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",['abreviasi']
sie,sih,True,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",['subtitusi']
benet,benar,True,Benet bangetttt tuu,"['modifikasi vokal', 'salah ketik']"
bangetttt,banget,True,Benet bangetttt tuu,['elongasi']
tuu,tuh,False,Benet bangetttt tuu,"['zeroisasi', 'elongasi']"
skrang,sekarang,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['abreviasi']
gda,enggak ada,False,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....","['akronim', 'abreviasi']"
trus,terus,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['zeroisasi']
gantiin,menggantikan,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['afiksasi']
sma,sama,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['abreviasi']
jdi,jadi,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['abreviasi']
gak,enggak,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['zeroisasi']
kta,kata,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['abreviasi']
kklau,kalau,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....","['abreviasi', 'elongasi']"
d,di,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['abreviasi']
acra,acara,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['abreviasi']
gk,enggak,True,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",['abreviasi']
